,name,latitude,longitude,review_count,rating_avg,distance_avg,category
2577,Kavanaghs Bar,53.359967,-6.264828,2.0,4.0,329.232053470872,Pubs
2578,Bleecker Street Cafe Bar,53.359967,-6.264828,56.0,4.5,332.58135148795463,American (New)
2579,Pasha,53.359967,-6.264828,7.0,4.0,335.1284541425214,Turkish
2580,Kavanaghs,53.359967,-6.264828,3.0,4.0,345.0508623545703,Restaurants
2581,4 in 1 Food Village,53.359967,-6.264828,1.0,1.0,345.0508623545703,Fast Food
2582,Tasty Hut,53.359967,-6.264828,5.0,4.5,354.83947974555144,Indian
2583,Kevin Commins,53.359967,-6.264828,3.0,3.5,359.46700424705006,Delis
2584,Canajun Cafe,53.359967,-6.264828,1.0,1.0,364.3493413199244,Coffee & Tea
2585,O'Maras Red Parrot,53.359967,-6.264828,3.0,3.5,372.0019864529296,Pubs
2586,New Victoria,53.359967,-6.264828,1.0,1.0,394.7062723336755,Chinese
2587,Midnight Express,53.359967,-6.264828,8.0,4.0,399.9275781356363,Italian
2588,DELISUZ,53.356769,-6.26814,8.0,5.0,32.49197256844097,Breakfast & Brunch
2589,Kavanaghs Bar,53.356769,-6.26814,2.0,4.0,93.35908349912062,Pubs
2590,Canajun Cafe,53.356769,-6.26814,1.0,1.0,173.3813567538509,Coffee & Tea
2591,La Pausa Cafe,53.356769,-6.26814,5.0,5.0,177.76877480944663,Cafes
2592,Zagros,53.356769,-6.26814,1.0,5.0,186.65601060161936,Coffee & Tea
2593,Delahunty's,53.356769,-6.26814,2.0,4.5,197.08460034474763,Pubs
2594,Vish.Shop,53.356769,-6.26814,1.0,5.0,199.63661383392235,Seafood
2595,Midnight Express,53.356769,-6.26814,8.0,4.0,200.31056268736327,Italian
2596,Anatolia Turkish Kebab House,53.356769,-6.26814,3.0,4.5,202.4563458836798,Turkish
2597,Cakes N' More,53.356769,-6.26814,2.0,4.5,208.1414710953717,Indian
2598,Veginity,53.356769,-6.26814,16.0,4.5,216.32642702812748,Food Trucks
2599,Tom Maye's,53.356769,-6.26814,1.0,3.0,220.3452665853426,Pubs
2600,Fine Fresh Food Bistro,53.356769,-6.26814,2.0,3.0,222.6077339922116,Bistros
2601,Welcome City,53.356769,-6.26814,1.0,5.0,223.71130802580316,Chinese
2602,New Victoria,53.356769,-6.26814,1.0,1.0,225.73352110100868,Chinese
2603,The Findlater,53.356769,-6.26814,1.0,5.0,234.70214259501367,Pubs
2604,Kavanaghs,53.356769,-6.26814,3.0,4.0,242.24640686387627,Restaurants
2605,4 in 1 Food Village,53.356769,-6.26814,1.0,1.0,242.24640686387627,Fast Food
2606,Wasabi Restaurant Sushi Bar,53.356769,-6.26814,4.0,3.0,244.36682874100063,Sushi Bars
2607,Groundstate,53.343456,-6.287409,6.0,5.0,80.78495843930055,Coffee & Tea
2608,Old Harbour,53.343456,-6.287409,7.0,4.5,108.40284331306346,Pubs
2609,Harkin's,53.343456,-6.287409,17.0,5.0,134.26750173386068,Pubs
2610,Gravity Bar,53.343456,-6.287409,24.0,4.5,186.078275356848,Bars
2611,1837 Bar & Brasserie,53.343456,-6.287409,35.0,4.5,187.13190767716912,Irish
2612,Fountain Takeaway,53.343456,-6.287409,3.0,3.5,193.04443474059624,Fast Food
2613,JK Stoutmans,53.343456,-6.287409,1.0,4.0,211.9054302281626,Irish Pub
2614,Container Coffee,53.343456,-6.287409,4.0,5.0,215.28956484753164,Cafes
2615,Yu Cafe and Restaurant,53.343456,-6.287409,2.0,5.0,228.4717514489386,Irish
2616,Arthur's Pub,53.343456,-6.287409,82.0,4.0,383.32083974362894,Bars
2617,The Lab,53.343456,-6.287409,1.0,5.0,418.7731135734656,Pizza
2618,Zupa,53.343456,-6.287409,1.0,3.0,453.1292631730503,Food Stands
2619,Mamma Mia,53.343456,-6.287409,2.0,3.0,453.1292631730503,Italian
2620,Antalya,53.343456,-6.287409,1.0,3.0,453.1292631730503,Fast Food
2621,Oh! Rourkes,53.343456,-6.287409,7.0,4.5,453.62452522922905,Coffee & Tea
2622,Big's Bar,53.343456,-6.287409,2.0,4.5,460.0348061213671,Bars
2623,AMT Coffee,53.343456,-6.287409,2.0,3.5,465.8551390459818,Coffee & Tea
2624,Supermac's,53.343456,-6.287409,14.0,3.0,477.9730655799178,Fast Food
2625,Michael Kennys,53.343456,-6.287409,1.0,4.0,483.92037882469896,Pubs
2626,Adriano's Take Away & Pizzeria,53.343456,-6.287409,2.0,4.5,510.7559468051583,Fast Food
2627,Phil Ryan's,53.356717,-6.256359,1.0,3.0,189.7255679884709,Pubs
2628,Wallace's Asti,53.356717,-6.256359,21.0,4.5,263.235455688619,Italian
2629,Mr. Đinh Restaurant,53.356717,-6.256359,1.0,5.0,279.47256743700336,Sushi Bars
2630,Koffee and Kale,53.356717,-6.256359,7.0,4.5,298.38955517581724,Salad
2631,Eighty Seven Chinese & Thai,53.356717,-6.256359,2.0,2.5,314.07377213787294,Thai
2632,The Hideout House,53.356717,-6.256359,1.0,5.0,332.80391811275314,Pubs
2633,Turkish Kebab House,53.356717,-6.256359,6.0,5.0,333.8722501293741,Kebab
2634,Millenia Takeaway,53.356717,-6.256359,3.0,4.0,351.2476710753668,Fast Food
2635,Wok Station,53.356717,-6.256359,1.0,4.0,355.393009558986,Chinese
2636,Jindal Chinese & Korean Restaurant,53.356717,-6.256359,4.0,4.5,360.5879535268947,Chinese
2637,Dera,53.356717,-6.256359,5.0,4.0,370.8216071498491,Indian
2638,Mosa Tea Restaurant,53.356717,-6.256359,4.0,4.5,373.8959218857352,Bubble Tea
2639,Manna,53.356717,-6.256359,3.0,2.5,375.17555465094506,Chinese
2640,Blue Lion,53.356717,-6.256359,1.0,1.0,377.5689852223428,Pubs
2641,Han  Yang BBQ,53.356717,-6.256359,4.0,2.0,377.5689852223428,Korean
2642,Rhubarb Cafe,53.339764,-6.251988,4.0,2.5,69.37400943992068,Coffee & Tea
2643,The Cellar Restaurant,53.339764,-6.251988,13.0,3.5,111.15255855360276,Cafes
2644,The Cellar Bar,53.339764,-6.251988,26.0,4.5,117.36053657519354,Bars
2645,McGrattan's In The Lane,53.339764,-6.251988,36.0,4.0,144.69968227932725,Pubs
2646,Fitzers Café,53.339764,-6.251988,1.0,4.0,158.67206820539462,Cafes
2647,No. 23,53.339764,-6.251988,3.0,5.0,160.20016763506905,Lounges
2648,Patrick Guilbaud Restaurant,53.339764,-6.251988,71.0,4.5,161.63929700390247,Modern European
2649,The Garden Room,53.339764,-6.251988,7.0,4.5,167.14174832277618,Irish
2650,Pearl Brasserie,53.339764,-6.251988,68.0,4.5,171.07519205255304,Brasseries
2651,Eathos,53.339764,-6.251988,3.0,4.5,181.2143682956576,Patisserie/Cake Shop
2652,Kokoro,53.339764,-6.251988,9.0,4.0,184.71707408894025,Japanese
2653,Lolly and Cooks,53.339764,-6.251988,19.0,4.0,190.9432073152146,Cafes
2654,Reillys,53.339764,-6.251988,1.0,5.0,194.0997637098207,Pubs
2655,Doheny & Nesbitt,53.339764,-6.251988,66.0,4.5,195.99685335593944,Pubs
2656,Gerards Deli,53.339764,-6.251988,2.0,3.5,196.3182113952448,Delis
2657,Chopped,53.339764,-6.251988,30.0,3.5,198.07395397518437,Salad
2658,National Gallery Cafe & Restaurant,53.339764,-6.251988,6.0,3.0,199.2854041876588,Cafes
2659,Foley's Bar,53.339764,-6.251988,56.0,4.0,199.26130332574877,Cocktail Bars
2660,Voilà,53.339764,-6.251988,19.0,4.5,206.63334130370208,Breakfast & Brunch
2661,National Gallary Cafe,53.339764,-6.251988,1.0,3.0,212.69621486706467,Cafes
2662,The Audi Club,53.34744,-6.238523,2.0,2.5,108.5222822749687,Bars
2663,Spencer Dock Food Market,53.34744,-6.238523,1.0,4.0,178.50624655260415,Food Stands
2664,À Table Café,53.34744,-6.238523,1.0,4.0,201.26564693041573,Coffee & Tea
2665,Munchies,53.34744,-6.238523,10.0,4.0,202.90807764084715,Food Delivery Services
2666,Ferryman Town House,53.34744,-6.238523,35.0,3.5,207.56744353502285,Pubs
2667,Stir Restaurant,53.34744,-6.238523,6.0,1.5,238.79478880074748,Modern European
2668,Lolly and Cooks,53.34744,-6.238523,30.0,4.0,307.66696436492686,Breakfast & Brunch
2669,Vertigo Bar,53.34744,-6.238523,5.0,2.5,320.8274561357987,Lounges
2670,Nutbutter,53.34744,-6.238523,11.0,4.5,321.7063299478564,Wine Bars
2671,The Brasserie,53.34744,-6.238523,7.0,4.0,324.9614071425107,Brasseries
2672,Eddie Rocket's,53.34744,-6.238523,22.0,3.5,329.8056837410932,Diners
2673,East Restaurant,53.34744,-6.238523,18.0,3.5,336.9907630801082,Asian Fusion
2674,Dice Bar,53.34744,-6.238523,55.0,4.0,339.2029204311143,Pubs
2675,Herbstreet,53.34744,-6.238523,167.0,4.0,352.7253254263608,Cafes
2676,The Marker Hotel,53.34744,-6.238523,81.0,4.0,366.8649382688171,Hotels & Travel
2677,Caffe Parigi   Parigi by Night,53.34744,-6.238523,11.0,4.0,370.5757006740886,Italian
2678,HQ Restaurant and Wine Bar,53.34744,-6.238523,41.0,3.0,374.3053205792542,Gastropubs
2679,The Lovinspoon,53.355473,-6.264423,107.0,4.5,29.21141557991082,Breakfast & Brunch
2680,Tom Maye's,53.355473,-6.264423,1.0,3.0,73.04175514882202,Pubs
2681,The Old Music Shop,53.355473,-6.264423,23.0,4.0,82.07811716896023,Irish
2682,Cakes N' More,53.355473,-6.264423,2.0,4.5,83.20950866928419,Indian
2683,Anatolia Turkish Kebab House,53.355473,-6.264423,3.0,4.5,89.2690668474881,Turkish
2684,Veginity,53.355473,-6.264423,16.0,4.5,94.0542818236227,Food Trucks
2685,candy cafe,53.355473,-6.264423,3.0,3.0,95.04916135397934,Cafes
2686,Delahunty's,53.355473,-6.264423,2.0,4.5,95.19580290112846,Pubs
2687,Vish.Shop,53.355473,-6.264423,1.0,5.0,96.95718022926911,Seafood
2688,Fine Fresh Food Bistro,53.355473,-6.264423,2.0,3.0,97.63070638011096,Bistros
2689,New Victoria,53.355473,-6.264423,1.0,1.0,107.79879066634156,Chinese
2690,Zagros,53.355473,-6.264423,1.0,5.0,110.95241307122494,Coffee & Tea
2691,Welcome City,53.355473,-6.264423,1.0,5.0,110.88726798385136,Chinese
2692,Midnight Express,53.355473,-6.264423,8.0,4.0,112.79386138583486,Italian
2693,La Pausa Cafe,53.355473,-6.264423,5.0,5.0,113.59587092898452,Cafes
2694,Candy Café,53.355473,-6.264423,15.0,3.5,117.14179203652752,Delis
2695,Chapter One,53.355473,-6.264423,106.0,4.5,122.72532748410023,French
2696,Hatch & Sons,53.355473,-6.264423,1.0,4.0,125.90230429667956,Breakfast & Brunch
2697,Tasty Hut,53.355473,-6.264423,5.0,4.5,147.29347028562626,Indian
2698,Iveagh Bar,53.347972,-6.291804,16.0,3.5,75.43655478260169,Bars
2699,Chesterfields Restaurant,53.347972,-6.291804,8.0,4.5,90.5689449797984,Irish
2700,Eamonn Rea's,53.347972,-6.291804,3.0,4.0,97.2986854626454,Pubs
2701,Provender & Family,53.347972,-6.291804,2.0,4.5,111.20884405593635,Cafes
2702,Fox & Feather,53.347972,-6.291804,1.0,5.0,111.20884405593635,Desserts
2703,Ryans Of Parkgate Street,53.347972,-6.291804,63.0,4.5,129.95344132408007,Steakhouses
2704,AMT Coffee,53.347972,-6.291804,2.0,3.5,154.9032203087556,Coffee & Tea
2705,Riris Chinese,53.347972,-6.291804,9.0,2.5,160.9991740415484,Chinese
2706,Supermac's,53.347972,-6.291804,14.0,3.0,198.97701955921227,Fast Food
2707,Giannis Take Away,53.347972,-6.291804,2.0,3.0,217.51482129534585,Fast Food
2708,Romayo's,53.347972,-6.291804,4.0,4.0,231.67905298668947,Fish & Chips
2709,The Sugar Loaf Bakery,53.347972,-6.291804,3.0,3.5,239.22779551634463,Coffee & Tea
2710,Café Togo,53.347972,-6.291804,7.0,2.5,425.7971488737515,Coffee & Tea
2711,Brambles Deli Café,53.347972,-6.291804,2.0,3.5,433.3716193212376,Cafes
2712,Zupa,53.347972,-6.291804,1.0,3.0,438.9797152904613,Food Stands
2713,Mamma Mia,53.347972,-6.291804,2.0,3.0,438.9797152904613,Italian
2714,Antalya,53.347972,-6.291804,1.0,3.0,438.9797152904613,Fast Food
2715,Insomnia,53.347972,-6.291804,1.0,4.0,459.91387844112927,Patisserie/Cake Shop
2716,Griffin's Londis,53.344007,-6.266802,3.0,2.5,28.66700381604739,Irish
2717,V Temple bar,53.344007,-6.266802,2.0,5.0,32.28076033892817,Vegan
2718,The Oak,53.344007,-6.266802,51.0,4.0,33.82732017765479,Bars
2719,Underdog,53.344007,-6.266802,5.0,5.0,35.68496726919524,Beer Bar
2720,Eddie Rocket's,53.344007,-6.266802,28.0,2.5,36.107172292009984,Diners
2721,Chez Max,53.344007,-6.266802,52.0,4.0,37.52919880403115,French
2722,Nyonya Malaysian Cuisine,53.344007,-6.266802,8.0,4.0,38.73079581365033,Malaysian
2723,Mykonos Taverna,53.344007,-6.266802,38.0,4.0,39.69237278800216,Greek
2724,BamBoo Sushi and Grill,53.344007,-6.266802,2.0,1.5,45.570631716254496,Asian Fusion
2725,Burdock Leo,53.344007,-6.266802,1.0,3.0,46.828443144639664,Restaurants
2726,Magic Wok,53.344007,-6.266802,2.0,4.0,46.828443144639664,Fast Food
2727,Milano,53.344007,-6.266802,11.0,2.5,46.828443144639664,Italian
2728,Ramsdens Harry,53.344007,-6.266802,1.0,4.0,46.828443144639664,Fast Food
2729,La Paloma,53.344007,-6.266802,7.0,3.5,46.828443144639664,Spanish
2730,Killinarden House Sns,53.344007,-6.266802,1.0,5.0,46.828443144639664,Pubs
2731,Crowne Plaza Dublin Airport,53.344007,-6.266802,10.0,3.0,46.828443144639664,Cafes
2732,Kundan Tandoori,53.344007,-6.266802,2.0,4.0,46.828443144639664,Indian
2733,Pizza Hut,53.344007,-6.266802,1.0,3.0,46.828443144639664,Pizza
2734,Café Topolis,53.344007,-6.266802,58.0,4.0,48.34249556998607,Italian
2735,Forno 500,53.344007,-6.266802,22.0,3.5,49.45789752314568,Pizza
2736,AMT Coffee,53.347106,-6.292041,2.0,3.5,57.63106719990637,Coffee & Tea
2737,Supermac's,53.347106,-6.292041,14.0,3.0,104.6283214268021,Fast Food
2738,Chesterfields Restaurant,53.347106,-6.292041,8.0,4.5,138.46956385272736,Irish
2739,Iveagh Bar,53.347106,-6.292041,16.0,3.5,140.27308957842948,Bars
2740,Eamonn Rea's,53.347106,-6.292041,3.0,4.0,143.51755111651303,Pubs
2741,Provender & Family,53.347106,-6.292041,2.0,4.5,150.49018888413048,Cafes
2742,Fox & Feather,53.347106,-6.292041,1.0,5.0,150.49018888413048,Desserts
2743,Ryans Of Parkgate Street,53.347106,-6.292041,63.0,4.5,158.3833005578112,Steakhouses
2744,The Sugar Loaf Bakery,53.347106,-6.292041,3.0,3.5,163.41010734196772,Coffee & Tea
2745,Riris Chinese,53.347106,-6.292041,9.0,2.5,188.4192833977864,Chinese
2746,Giannis Take Away,53.347106,-6.292041,2.0,3.0,222.53883768278672,Fast Food
2747,Café Togo,53.347106,-6.292041,7.0,2.5,362.5740029869795,Coffee & Tea
2748,HSQ Cafe,53.347106,-6.292041,3.0,3.5,394.4900385695758,Cafes
2749,JK Stoutmans,53.347106,-6.292041,1.0,4.0,414.90065754932766,Irish Pub
2750,Fountain Takeaway,53.347106,-6.292041,3.0,3.5,417.78476470289945,Fast Food
2751,Zupa,53.347106,-6.292041,1.0,3.0,449.5068846194934,Food Stands
2752,Partye Shisha,53.352149,-6.260533,1.0,5.0,24.07196407850577,Hookah Bars
2753,Esquires Coffee,53.352149,-6.260533,3.0,3.5,25.136332340819475,Cafes
2754,Teddy's Bar And Bistro,53.352149,-6.260533,1.0,5.0,32.24438482554291,Modern European
2755,Beshoff Restaurants,53.352149,-6.260533,56.0,3.0,37.401403970351225,Fish & Chips
2756,Murrays Bar,53.352149,-6.260533,125.0,4.0,54.470473959549366,Pubs
2757,Toddy's Bar,53.352149,-6.260533,15.0,3.0,56.65438651165165,Pubs
2758,TJ's Coffee Bar,53.352149,-6.260533,7.0,4.5,68.3389543334626,Coffee & Tea
2759,Fibber Magees,53.352149,-6.260533,33.0,3.5,69.5166833598614,Pubs
2760,Wings Gourmet Burger,53.352149,-6.260533,20.0,4.0,75.79563043617607,Burgers
2761,Pho Viet,53.352149,-6.260533,91.0,4.0,77.48220881954333,Vietnamese
2762,Shakespeare's,53.352149,-6.260533,3.0,4.0,84.97587719226493,Pubs
2763,C Central Bar,53.352149,-6.260533,5.0,3.5,88.34018927120668,Pubs
2764,Ten Thousand World Buffet,53.352149,-6.260533,11.0,2.0,95.45486138012424,Mexican
2765,The Deadmans Inn,53.352149,-6.260533,3.0,3.5,99.1563099929207,Pubs
2766,Indulge,53.352149,-6.260533,1.0,3.0,103.19989229095825,Fast Food
2767,The Parnell Heritage Bar & Grill,53.352149,-6.260533,69.0,4.0,104.02952282246716,Irish
2768,Lily's Cafe,53.352149,-6.260533,13.0,4.5,104.18427965633792,Cafes
2769,Kimchi Hophouse,53.352149,-6.260533,145.0,4.0,104.62326250569508,Korean
2770,Admiral Restaurant,53.352149,-6.260533,20.0,4.5,108.58595382446222,Russian
2771,Windjammer,53.345203,-6.247163,10.0,4.0,83.90724185237322,Pubs
2772,Lunch!,53.345203,-6.247163,15.0,4.5,141.95675524099545,Cafes
2773,Honey Truffle Kitchen,53.345203,-6.247163,8.0,4.5,155.14431810413544,Cafes
2774,The JCR,53.345203,-6.247163,1.0,3.0,157.43667169387828,Sandwiches
2775,O'Donovan,53.345203,-6.247163,9.0,4.5,163.34862122197026,Delis
2776,The Lombard,53.345203,-6.247163,21.0,3.5,168.5456905651766,Pubs
2777,Arabica Coffee House,53.345203,-6.247163,7.0,3.5,180.0643721839397,Cafes
2778,Camile Pearse Street,53.345203,-6.247163,16.0,3.5,180.11485101004183,Thai
2779,BG Cafe & Deli,53.345203,-6.247163,6.0,4.5,188.97366525550217,Cafes
2780,Offbeat Donut Co,53.345203,-6.247163,67.0,4.5,208.5774289454841,Donuts
2781,The Pig & Heifer,53.345203,-6.247163,23.0,4.0,215.67554510993253,Delis
2782,Gerard’s,53.345203,-6.247163,2.0,5.0,224.41248752180425,Cafes
2783,Science Gallery Café,53.345203,-6.247163,19.0,4.0,244.45663904251745,Pizza
2784,The Pig and Heifer,53.345203,-6.247163,29.0,4.5,254.21881696096847,Delis
2785,Caffe Parigi   Parigi by Night,53.345203,-6.247163,11.0,4.0,256.0770830503006,Italian
2786,Padraig Pearse,53.345203,-6.247163,2.0,2.0,261.056726650902,Pubs
2787,Lido Café,53.345203,-6.247163,10.0,3.0,283.53016732983576,Fast Food
2788,Deli Gold,53.345203,-6.247163,4.0,4.5,302.01216048196466,Cafes
2789,Grain & Grill Bar & Restaurant,53.345203,-6.247163,2.0,3.0,319.79909155406546,Bars
2809,Insomnia Coffee Company,53.338776,-6.30395,5.0,2.0,281.1731772104124,Sandwiches
2810,Union8,53.338776,-6.30395,48.0,4.0,322.27086597028443,Modern European
2811,Newland Takeaway,53.338776,-6.30395,3.0,3.5,326.05248977140576,Fast Food
2812,The Bird Flanagan,53.338776,-6.30395,4.0,4.0,403.55430585479576,Pubs
2813,Rose Garden Chinese,53.338776,-6.30395,3.0,2.0,403.5210592802026,Chinese
2814,La Dolce Vita,53.338776,-6.30395,39.0,4.0,405.5470372560608,Italian
2815,The Patriot Inn,53.338776,-6.30395,35.0,3.5,410.3138323209493,Irish Pub
2816,La Boulangerie,53.338776,-6.30395,2.0,4.0,449.0452969395601,Coffee & Tea
2817,Amber Grill,53.338776,-6.30395,3.0,4.5,486.6552952426106,Fish & Chips
2818,Broyage,53.338776,-6.30395,3.0,3.5,492.9696778235315,American (New)
2819,Keng Seng Chinese Take Away,53.338776,-6.30395,1.0,3.0,517.015923331808,Fast Food
2820,Good Luck Chinese Take Away,53.338776,-6.30395,4.0,3.5,526.1643431371047,Fast Food
2821,Itsa,53.338776,-6.30395,4.0,3.5,528.3262169712193,Sandwiches
2822,LimeTree Cafe,53.338776,-6.30395,42.0,4.0,567.5616911971057,Cafes
2823,Toni's,53.338776,-6.30395,6.0,4.0,710.0354579690303,Fast Food
2824,Papa Mio & Tonis Takeaway,53.338776,-6.30395,1.0,1.0,710.2356854325884,Food Delivery Services
2825,Acorn Bistro,53.338776,-6.30395,2.0,4.5,739.3634460447602,Cafes
2826,Michael Kennys,53.338776,-6.30395,1.0,4.0,747.6125346168773,Pubs
2827,Marble Arch,53.338776,-6.30395,2.0,4.0,771.6671177101845,Pubs
2828,White Moose Cafe,53.359157,-6.281866,66.0,3.5,135.04412455502884,Cafes
2829,Teo's Take Away Cabra,53.359157,-6.281866,1.0,5.0,225.3412376627257,Fast Food
2830,Rainbow Take Away,53.359157,-6.281866,3.0,4.0,290.1667816753108,Fast Food
2831,Domino's Pizza,53.359157,-6.281866,7.0,2.5,322.3472790097555,Pizza
2832,Hanlon's,53.359157,-6.281866,5.0,4.0,359.6063615334886,Pubs
2833,Antonio's Takeaways,53.359157,-6.281866,2.0,2.5,366.0081727757786,American (Traditional)
2834,Pizza Max Cabra,53.359157,-6.281866,9.0,3.0,370.1861187974906,Pizza
2835,Clarke's Home Bakery,53.359157,-6.281866,12.0,4.0,405.0750246041218,Bakeries
2836,Subway,53.359157,-6.281866,1.0,4.0,519.4098445473905,Sandwiches
2837,Phibsboro House,53.359157,-6.281866,1.0,4.0,543.0649607344375,Pubs
2838,Coffee Addiction,53.359157,-6.281866,4.0,3.5,551.6775233680964,Coffee & Tea
2839,Blend Cafe,53.359157,-6.281866,5.0,4.5,563.6471969783101,Cafes
2840,Chess Chinese Take-Away,53.359157,-6.281866,3.0,2.0,563.6471969783101,Fast Food
2841,Camile Phibsborough,53.359157,-6.281866,22.0,3.5,585.0708818844339,Thai
2842,The Back Page,53.359157,-6.281866,23.0,4.5,588.8058237982069,Pubs
2843,Tani Japanese Restaurant,53.359157,-6.281866,1.0,4.0,590.0348968528026,Japanese
2844,Four Star Pizza,53.359157,-6.281866,5.0,2.5,595.5522225916089,Pizza
2845,Kung Fu Buffet,53.359157,-6.281866,9.0,2.5,605.3191186038762,Chinese
2846,McGowans of Phibsboro,53.359157,-6.281866,25.0,3.5,611.3935290018154,Dance Clubs
2847,Pearl River Chinese Takeaway,53.359157,-6.281866,2.0,4.5,615.6984719665833,Fast Food
2848,Insomnia,53.349013,-6.260311,1.0,4.0,39.98882834419692,Coffee & Tea
2849,Furry Bog,53.349013,-6.260311,1.0,3.0,50.11927238613377,Pubs
2850,Christophes,53.349013,-6.260311,12.0,3.0,50.11927238613377,Breakfast & Brunch
2851,O'Briens Bar,53.349013,-6.260311,1.0,4.0,50.11927238613377,Pubs
2852,O'Briens,53.349013,-6.260311,1.0,3.0,50.11927238613377,Coffee & Tea
2853,Natures Way,53.349013,-6.260311,1.0,4.0,50.11927238613377,Delis
2854,O'Briens Newsagent and Sandwich Bar,53.349013,-6.260311,3.0,1.5,50.11927238613377,Sandwiches
2855,Kylemore Restaurants,53.349013,-6.260311,7.0,2.0,50.11927238613377,Diners
2856,Cafe Kylemore,53.349013,-6.260311,2.0,3.0,50.11927238613377,Breakfast & Brunch
2857,Sunflower Chinese Takeaway,53.349013,-6.260311,3.0,4.0,50.11927238613377,Fast Food
2858,Chief Changs Buffet,53.349013,-6.260311,9.0,1.5,50.11927238613377,Sushi Bars
2859,McDonalds,53.349013,-6.260311,1.0,5.0,50.11927238613377,Fast Food
2860,The Oval Bar,53.349013,-6.260311,37.0,4.0,61.19857280396324,Pubs
2861,Muse Cafe,53.349013,-6.260311,8.0,3.0,79.50168614735344,Coffee & Tea
2862,Oliver Goldsmith Statue,53.349013,-6.260311,1.0,3.0,88.09968492668584,Pubs
2863,Gleesons,53.349013,-6.260311,1.0,3.0,88.09968492668584,Pubs
2864,Perc-Up Cafe,53.349013,-6.260311,3.0,3.5,88.09968492668584,Sandwiches
2865,The Paella Guys,53.349013,-6.260311,5.0,4.5,88.09968492668584,Spanish
2866,Dublin City Pub Crawl,53.349013,-6.260311,2.0,2.5,88.09968492668584,Pubs
2867,Chopsticks,53.349013,-6.260311,5.0,3.0,88.09968492668584,Chinese
2868,Auld Triangle,53.358437,-6.260641,3.0,3.0,90.07848914126056,Pubs
2869,Spice & Rice,53.358437,-6.260641,12.0,3.5,115.64361116709846,Indian
2870,Aurora Bar and Grill,53.358437,-6.260641,3.0,3.0,128.42061603074498,Gastropubs
2871,Joxer Dalys,53.358437,-6.260641,2.0,4.5,128.42061603074498,Pubs
2872,Favourite Fried Chicken,53.358437,-6.260641,1.0,3.0,155.67582064353522,Soul Food
2873,Wasabi Bar Grill,53.358437,-6.260641,6.0,2.5,196.69588308759296,Sushi Bars
2874,The Hideout House,53.358437,-6.260641,1.0,5.0,276.14023329766206,Pubs
2875,Pasha,53.358437,-6.260641,7.0,4.0,280.1185015469308,Turkish
2876,Bleecker Street Cafe Bar,53.358437,-6.260641,56.0,4.5,280.20289961748927,American (New)
2877,Wasabi Restaurant Sushi Bar,53.358437,-6.260641,4.0,3.0,294.1704465004902,Sushi Bars
2878,La Vita Cafe,53.358437,-6.260641,1.0,3.0,294.1704465004902,Coffee & Tea
2879,O'Maras Red Parrot,53.358437,-6.260641,3.0,3.5,301.521732439926,Pubs
2880,Tasty Hut,53.358437,-6.260641,5.0,4.5,301.67812657880063,Indian
2881,The Findlater,53.358437,-6.260641,1.0,5.0,308.4756262983519,Pubs
2882,Kavanaghs,53.358437,-6.260641,3.0,4.0,309.3856208047627,Restaurants
2883,4 in 1 Food Village,53.358437,-6.260641,1.0,1.0,309.3856208047627,Fast Food
2884,Phil Ryan's,53.358437,-6.260641,1.0,3.0,311.9278573975437,Pubs
2885,New Victoria,53.358437,-6.260641,1.0,1.0,355.30948221596896,Chinese
2886,Midnight Express,53.358437,-6.260641,8.0,4.0,379.1640629417195,Italian
2887,Fig & Barrow,53.335211,-6.2509,4.0,2.5,196.11196483402,Breakfast & Brunch
2888,O'Briens Sandwich Café,53.335211,-6.2509,4.0,3.5,198.45675241502184,Sandwiches
2889,L'ecrivain Restaurant,53.335211,-6.2509,50.0,4.5,202.44980556755036,French
2890,Café Coco,53.335211,-6.2509,1.0,3.0,202.76120597942025,Delis
2891,Ismael Kebab,53.335211,-6.2509,3.0,2.5,206.80098154422743,Kebab
2892,Inn on the Green,53.335211,-6.2509,2.0,3.5,211.96291636175116,Bars
2893,Chai Yo Restaurant,53.335211,-6.2509,47.0,4.0,214.56915272059848,Chinese
2894,Matt The Thresher,53.335211,-6.2509,149.0,4.0,217.0059823080085,Seafood
2895,Pembroke,53.335211,-6.2509,1.0,3.0,219.50537396771855,Pubs
2896,Cafe Sol,53.335211,-6.2509,7.0,3.5,229.60211356761116,Coffee & Tea
2897,Dax Restaurant,53.335211,-6.2509,29.0,4.5,235.3719180571165,French
2898,FX Buckley,53.335211,-6.2509,80.0,4.5,236.6553993996193,Steakhouses
2899,The Pembroke,53.335211,-6.2509,1.0,3.0,244.3119262476009,Cocktail Bars
2900,Rhubarb Cafe,53.335211,-6.2509,5.0,2.5,245.39565423668068,Coffee & Tea
2901,Pablo Picante,53.335211,-6.2509,68.0,3.5,266.3144298910192,Mexican
2902,Chez Max,53.335211,-6.2509,54.0,4.0,268.96696521535074,French
2903,The Stone Leaf,53.335211,-6.2509,3.0,3.0,272.92772850840987,Cocktail Bars
2904,Canal Boat Restaurant,53.335211,-6.2509,2.0,2.5,286.48775994544644,Irish
2905,PEACOCKGREEN & CO.,53.335211,-6.2509,9.0,4.0,287.4406783612467,Cafes
2906,Suesey Street,53.335211,-6.2509,18.0,4.5,287.4748707087445,Modern European
